1.409972	58.112743	58.1107374	65.5042124	65.5022068	
1.42008	58.1154435	58.1107374	65.5069129	65.5022068	
1.430268	58.1192065	58.1107374	65.5106759	65.5022068	
1.440428	58.1239913	58.1107374	65.5154606	65.5022068	
1.450853	58.1300293	58.1107374	65.5214987	65.5022068	
1.46054	58.1364845	58.1107374	65.5279539	65.5109335	
1.471234	58.1448534	58.1194641	65.5363228	65.5109335	
1.480891	58.1532778	58.1194641	65.5447472	65.5109335	
1.491108	58.1632746	58.1194641	65.554744	65.5196601	
1.5014	58.1744013	58.1194641	65.5658707	65.5196601	
1.512117	58.1871652	58.1281907	65.5786346	65.5196601	
1.529837	58.2120205	58.1369174	65.6034899	65.5196601	
1.542784	58.2315453	58.1543707	65.6230146	65.5283868	
1.547754	58.2390972	58.1543707	65.6305666	65.5283868	
1.557905	58.2557954	58.1630973	65.6472648	65.5196601	
1.567769	58.272985	58.171824	65.6644544	65.5196601	
1.578059	58.2920036	58.1805506	65.6834729	65.5196601	
1.588153	58.3116589	58.1892773	65.7031282	65.5196601	
1.598336	58.3325394	58.2067306	65.7240088	65.5196601	
1.610168	58.358308	58.2154572	65.7497774	65.5283868	
1.618711	58.3774837	58.2241838	65.7689531	65.5283868	
1.628941	58.4015874	58.2416371	65.7930568	65.5283868	
1.639548	58.4277321	58.2590904	65.8192015	65.5283868	
1.649631	58.4535762	58.2765437	65.8450456	65.5283868	
1.65979	58.4806486	58.2852704	65.8721179	65.5283868	
1.680373	58.5408065	58.320177	65.9322759	65.5458401	
1.685534	58.5557493	58.3289036	65.9472187	65.5545667	
1.695206	58.584904	58.3463569	65.9763734	65.5632934	
1.705675	58.6176384	58.3638102	66.0091078	65.5807466	
1.716409	58.6523483	58.3812635	66.0438177	65.5894733	
1.725795	58.6834997	58.4074434	66.074969	65.6156532	
1.73586	58.7179698	58.4248967	66.1094392	65.6418332	
1.746074	58.7540048	58.4510766	66.1454742	65.6680131	
1.756496	58.791886	58.4685299	66.1833553	65.694193	
1.766779	58.83029	58.4947099	66.2217594	65.7290996	
1.776609	58.8679181	58.5208898	66.2593875	65.7640062	
1.786882	58.9085325	58.5557964	66.3000019	65.7989128	
1.797016	58.9492892	58.5819763	66.3407586	65.842546	
1.807223	58.9915202	58.6081563	66.3829895	65.8861793	
1.818202	59.0382376	58.6430629	66.4297069	65.9298125	
1.82798	59.0806829	58.6779695	66.4721523	65.9734457	
1.83812	59.1257919	58.712876	66.5172613	66.017079	
1.848353	59.1723668	58.7565093	66.5638362	66.0694388	
1.858525	59.2196962	58.8001425	66.6111656	66.1217987	
1.869003	59.2695536	58.8350491	66.6610229	66.1741586	
1.887081	59.3595238	58.9135889	66.7509932	66.2701517	
1.892494	59.3864148	58.9397688	66.7778842	66.2963316	
1.902647	59.4381198	58.9921287	66.8295892	66.3574182	
1.914973	59.5025883	59.0357619	66.8940576	66.4185047	
1.923005	59.5450194	59.0881218	66.9364888	66.4795912	
1.933118	59.5995999	59.1404817	66.9910693	66.5319511	
1.944026	59.6597046	59.1928416	67.0511739	66.6017643	
1.954017	59.7157196	59.2539281	67.107189	66.6628508	
1.964435	59.7752421	59.306288	67.1667115	66.732664	
1.974624	59.8344595	59.3586479	67.2259289	66.7937505	
1.984574	59.8932592	59.4197344	67.2847286	66.8635636	
1.995306	59.9579303	59.4808209	67.3493997	66.9246502	
2.004982	60.0170465	59.5331808	67.4085158	66.9944633	
2.023748	60.1362097	59.602994	67.5276791	67.0642765	
2.028396	60.1655483	59.6815338	67.5570177	67.1602696	
2.038512	60.2308119	59.7426203	67.6222813	67.2300828	
2.048727	60.2977694	59.8124335	67.6892388	67.299896	
2.058914	60.3658183	59.87352	67.7572876	67.3697091	
2.069381	60.4363713	59.9433332	67.8278407	67.4482489	
2.079277	60.5042181	60.0044197	67.8956875	67.5180621	
2.089403	60.574693	60.0742329	67.9661623	67.5966019	
2.099835	60.648445	60.1527727	68.0399144	67.6751417	
2.109828	60.7200141	60.2138592	68.1114835	67.7536816	
2.122772	60.8146575	60.292399	68.2061269	67.8322214	
2.130035	60.8679995	60.3709388	68.2594688	67.9107612	
2.140244	60.9442612	60.440752	68.3357306	67.989301	
2.150569	61.0225158	60.5192918	68.4139851	68.0678408	
2.160651	61.0998106	60.589105	68.49128	68.1463806	
2.170876	61.1793332	60.6763714	68.5708026	68.2336471	
2.180989	61.2589702	60.7549113	68.6504396	68.3121869	
2.191169	61.3401824	60.8334511	68.7316518	68.3994534	
2.201527	61.4239296	60.9119909	68.815399	68.4867198	
2.211773	61.5077911	60.9992574	68.8992605	68.5739863	
2.224427	61.6132004	61.0865238	69.0046698	68.6612528	
2.232313	61.6792054	61.1737903	69.0706748	68.7485192	
2.242255	61.7635598	61.2523301	69.1550292	68.8357857	
2.252719	61.8535365	61.3483232	69.2450059	68.9230522	
2.262539	61.9388228	61.426863	69.3302922	69.0190453	
2.272698	62.0281837	61.5228561	69.4196531	69.1063117	
2.282936	62.119636	61.6101226	69.5111054	69.2023048	
2.293069	62.2104519	61.7061157	69.6019213	69.2895713	
2.303303	62.3035634	61.7933822	69.6950328	69.3855644	
2.313508	62.3974599	61.8893753	69.7889293	69.4815575	
2.326311	62.5171826	61.9853684	69.908652	69.5775506	
2.334244	62.5916422	62.0813615	69.9831115	69.6735437	
2.344367	62.6879035	62.1860812	70.0793729	69.7782635	
2.354684	62.7894196	62.2820744	70.180889	69.8829832	
2.364753	62.8848935	62.3780675	70.2763629	69.9789764	
2.391558	63.1547705	62.6398669	70.5462399	70.2407757	
2.396258	63.2010502	62.6835001	70.5925195	70.2931356	
2.406673	63.3024193	62.7969465	70.6938887	70.3978554	
2.416885	63.4007381	62.9016662	70.7922075	70.5025751	
2.42871	63.5132055	63.006386	70.9046748	70.6072949	
2.437163	63.5928819	63.1023791	70.9843512	70.7120146	
2.447151	63.6860313	63.2158255	71.0775007	70.8167344	
2.457317	63.779824	63.3205453	71.1712934	70.9214542	
2.467512	63.8728682	63.425265	71.2643376	71.0261739	
2.477726	63.9650661	63.5387114	71.3565355	71.1308937	
2.487899	64.0558238	63.6521578	71.4472932	71.2356134	
2.498208	64.1467768	63.7568776	71.5382462	71.3403332	
2.508265	64.2344551	63.8615973	71.6259245	71.4450529	
2.518893	64.3260226	63.9750437	71.717492	71.5497727	
2.530594	64.4254442	64.0884901	71.8169136	71.6544924	
2.538966	64.4962298	64.1932099	71.8876991	71.7592122	
2.548896	64.5785006	64.2979296	71.96997	71.8552053	
2.559182	64.6635615	64.411376	72.0550309	71.9599251	
2.569391	64.7458802	64.5160958	72.1373496	72.0559182	
2.579548	64.8272661	64.6295422	72.2187355	72.1519113	
2.589731	64.907856	64.734262	72.2993254	72.256631	
2.599887	64.9871969	64.8302551	72.3786663	72.3526241	
2.610063	65.0656762	64.9349748	72.4571456	72.4486173	
2.622404	65.1592578	65.0309679	72.5507272	72.5446104	
2.632481	65.2347657	65.126961	72.6262351	72.6406035	
2.640824	65.2966165	65.2229541	72.6880858	72.7365966	
2.650782	65.3694015	65.3189473	72.7608708	72.823863	
2.660869	65.4421255	65.4149404	72.8335949	72.9111295	
2.672951	65.5276879	65.5022068	72.9191573	72.998396	
2.681253	65.5859511	65.5894733	72.9774204	73.0943891	
2.691356	65.6557635	65.6767398	73.0472328	73.1729289	
2.701657	65.7258673	65.7640062	73.1173366	73.2601954	
2.711795	65.7938504	65.842546	73.1853198	73.3387352	
2.721976	65.8611314	65.9210858	73.2526008	73.4260016	
2.734363	65.9414045	65.9996257	73.3328738	73.5045414	
2.742273	65.9920986	66.0781655	73.383568	73.5830813	
2.752513	66.0567	66.1567053	73.4481694	73.6528944	
2.762579	66.119167	66.2352451	73.5106364	73.7227076	
2.77274	66.1812647	66.3050583	73.5727341	73.7925208	
2.782924	66.2424173	66.3748715	73.6338867	73.8623339	
2.793083	66.3024317	66.4446846	73.693901	73.9321471	
2.803584	66.3633728	66.5144978	73.7548422	74.0019603	
2.813809	66.4216898	66.584311	73.8131591	74.0717735	
2.823952	66.4785461	66.6453975	73.8700155	74.1415866	
2.84482	66.5901944	66.706484	73.9816638	74.2026731	
2.849753	66.6167313	66.8024771	74.0082007	74.2986663	
2.859627	66.6686417	66.8635636	74.0601111	74.3510261	
2.86984	66.721275	66.9159235	74.1127444	74.4208393	
2.880037	66.772858	66.97701	74.1643274	74.4731992	
2.890188	66.8231917	67.0380966	74.2146611	74.5255591	
2.900448	66.8730261	67.0904564	74.2644955	74.5866456	
2.910811	66.9223254	67.1428163	74.3137947	74.6390055	
2.920714	66.9684963	67.1951762	74.3599657	74.6913653	
2.931163	67.0161475	67.2475361	74.4076169	74.7349986	
2.941363	67.0616357	67.2911693	74.453105	74.7960851	
2.951438	67.1055934	67.3435292	74.4970628	74.8397183	
2.969924	67.182214	67.422069	74.5736834	74.9269848	
2.974688	67.2020464	67.4482489	74.5935157	74.9444381	
2.985206	67.2444913	67.4918822	74.6359607	74.9880713	
2.995045	67.2834367	67.5355154	74.6749061	75.0317045	
3.005127	67.3220584	67.5791486	74.7135278	75.0753378	
3.015403	67.3605754	67.6140552	74.7520448	75.118971	
3.025536	67.3975388	67.6576885	74.7890082	75.1538776	
3.037148	67.4385772	67.7013217	74.8300466	75.1887842	
3.045946	67.4689861	67.7362283	74.8604555	75.2324174	
3.056022	67.5028334	67.7711349	74.8943028	75.267324	
3.06652	67.5370189	67.8060414	74.9284883	75.3022306	
3.076709	67.569207	67.840948	74.9606764	75.3371372	
3.087427	67.6019845	67.8758546	74.9934539	75.3720437	
3.097048	67.6305499	67.9107612	75.0220193	75.4069503	
3.107253	67.6598479	67.9456678	75.0513173	75.4331303	
3.117669	67.6892413	67.9805744	75.0807107	75.4680369	
3.12761	67.7153539	68.0067543	75.1068233	75.5029434	
3.139116	67.7448911	68.0329342	75.1363605	75.5291234	
3.148381	67.7679311	68.0591142	75.1594005	75.56403	
3.158444	67.791984	68.0852941	75.1834534	75.5902099	
3.168638	67.8153898	68.1202007	75.2068592	75.6163898	
3.178816	67.8377919	68.137654	75.2292613	75.6425698	
3.189015	67.8592738	68.1725606	75.2507432	75.6687497	
3.199281	67.8799368	68.1900139	75.2714062	75.6949297	
3.209414	67.8993803	68.2161938	75.2908497	75.7211096	
3.219588	67.917962	68.2423738	75.3094314	75.7472895	
3.22984	67.9357334	68.259827	75.3272028	75.7647428	
3.240901	67.953766	68.286007	75.3452354	75.7909228	
3.250142	67.9681306	68.3034603	75.3596	75.8171027	
